pdb	RMSD_orig	RMSD_alt	pLDDT
3U5RE_166_1.pdb	1.572	6.572	70.834
4NMUD_095_1.pdb	1.482	3.503	87.804
3IOSA_140_1.pdb	0.964	1.895	84.076
4EUY_108_1.pdb	5.701	5.627	80.032
3IOSA_105_1.pdb	1.727	1.509	66.683
6MZA_154_1.pdb	0.980	0.708	72.227
6MZA_111_1.pdb	0.686	0.544	77.317
3PH9_008_1.pdb	9.414	10.391	73.457
2LS5A_028_1.pdb	1.265	5.462	82.888
3W8J_105_1.pdb	3.512	3.700	80.524
3W8J_140_1.pdb	3.604	3.637	65.191
1KNGA_136_1.pdb	5.472	6.740	46.540
1KNGA_173_1.pdb	2.573	9.566	57.494
3GL5_109_1.pdb	9.916	11.718	80.494
2OKA_134_1.pdb	7.942	9.056	66.706
3C71A_040_1.pdb	11.127	7.355	61.121
2L57_030_1.pdb	2.037	2.757	81.308
3U5RE_086_1.pdb	4.402	8.674	53.447
1LU4_134_1.pdb	1.493	0.559	62.243
5UM7B_070_1.pdb	1.692	6.615	76.262
2LS5A_090_1.pdb	1.255	5.741	83.807
3C71A_005_1.pdb	11.231	8.561	68.465
2L57_075_1.pdb	9.875	12.473	38.907
1LU4_171_1.pdb	0.717	2.775	76.256
5UM7B_035_1.pdb	1.608	7.429	67.107
3OR5A_125_1.pdb	1.424	3.460	76.875
3GL3D_103_1.pdb	6.204	4.309	48.381
3OR5A_160_1.pdb	0.887	2.628	83.459
3GL3D_146_1.pdb	1.305	8.660	66.136
4NMUD_068_1.pdb	1.555	3.464	81.045
3KCMA_009_1.pdb	3.221	4.592	90.227
3GL5_088_1.pdb	9.897	11.727	83.563
3U5RE_107_1.pdb	1.875	6.275	67.178
3W8J_079_1.pdb	4.350	4.265	74.412
3U5RE_142_1.pdb	1.263	6.372	70.975
3GL3D_082_1.pdb	1.466	8.776	76.173
6MZA_028_1.pdb	0.767	0.499	82.835
2EC4_025_1.pdb	3.534	4.394	47.290
4EUY_031_1.pdb	6.619	6.537	75.881
3IOSA_079_1.pdb	0.893	1.779	84.062
4EUY_074_1.pdb	5.332	5.268	86.967
3KCMA_188_1.pdb	3.921	5.388	68.227
2EC4_060_1.pdb	3.643	4.440	37.795
4NMUD_114_1.pdb	1.542	4.044	82.171
4EUY_089_1.pdb	7.339	7.262	54.588
3KCMA_175_1.pdb	5.169	6.627	58.411
3KCMA_130_1.pdb	2.739	4.733	83.038
4NMUD_151_1.pdb	1.468	3.483	89.266
3IOSA_084_1.pdb	1.216	1.707	75.008
6MZA_090_1.pdb	0.709	0.519	77.082
3OR5A_059_1.pdb	1.512	3.711	77.395
5UM7B_149_1.pdb	1.658	6.570	81.099
3W8J_084_1.pdb	4.083	3.868	76.061
1LU4_048_1.pdb	0.263	1.807	93.892
2OKA_048_1.pdb	6.403	6.088	73.024
3GL5_030_1.pdb	10.403	11.408	79.853
3GL5_075_1.pdb	10.171	11.660	81.791
3OR5A_101_1.pdb	4.110	2.489	52.337
3GL3D_127_1.pdb	1.302	8.295	75.641
3OR5A_144_1.pdb	1.337	3.015	75.609
3GL3D_162_1.pdb	1.601	8.626	60.137
3KCMA_068_1.pdb	2.876	6.141	79.010
4NMUD_009_1.pdb	1.546	3.925	80.737
2OKA_155_1.pdb	6.377	5.921	74.629
3GL5_168_1.pdb	5.002	12.410	60.964
2OKA_110_1.pdb	6.335	5.936	75.855
3C71A_064_1.pdb	12.907	12.505	47.034
2L57_014_1.pdb	2.143	2.980	78.030
1LU4_110_1.pdb	1.661	2.401	58.864
5UM7B_054_1.pdb	1.657	7.244	79.629
3C71A_021_1.pdb	1.222	12.550	90.887
2L57_051_1.pdb	2.208	2.890	76.184
1LU4_155_1.pdb	3.151	1.170	59.221
5UM7B_011_1.pdb	1.691	5.827	73.467
3W8J_121_1.pdb	12.288	12.832	35.985
2LS5A_049_1.pdb	1.363	5.734	85.374
3C71A_099_1.pdb	2.209	12.175	74.353
3W8J_164_1.pdb	11.230	10.939	39.492
1KNGA_112_1.pdb	12.727	5.657	40.102
3GL5_195_1.pdb	11.700	12.367	49.017
1KNGA_157_1.pdb	5.024	4.694	56.955
3IOSA_164_1.pdb	1.037	1.868	82.925
3KCMA_095_1.pdb	3.856	5.157	68.137
3IOSA_121_1.pdb	0.761	1.683	90.335
4EUY_169_1.pdb	5.441	5.382	88.348
6MZA_170_1.pdb	1.355	1.097	63.843
6MZA_135_1.pdb	0.794	0.538	81.168
3W8J_159_1.pdb	8.415	13.187	35.629
5UM7B_094_1.pdb	1.513	9.138	69.487
2LS5A_074_1.pdb	1.242	5.333	86.764
3U5RE_062_1.pdb	1.429	5.536	76.463
2LS5A_031_1.pdb	1.394	8.696	76.987
3U5RE_027_1.pdb	1.208	6.067	76.571
1LU4_195_1.pdb	6.319	11.306	56.121
4EUY_154_1.pdb	5.180	5.108	86.241
4EUY_111_1.pdb	5.334	5.269	88.428
3IOSA_159_1.pdb	0.882	1.921	87.446
3PH9_011_1.pdb	6.440	7.194	47.251
6MZA_108_1.pdb	0.591	0.517	70.652
3OR5A_184_1.pdb	1.283	2.795	68.427
3OR5A_179_1.pdb	6.745	4.124	54.794
3KCMA_010_1.pdb	3.704	4.847	74.123
4NMUD_071_1.pdb	1.376	3.560	90.663
4NMUD_034_1.pdb	6.143	4.233	71.492
3KCMA_055_1.pdb	3.065	4.764	85.701
3EMX_005_1.pdb	10.734	8.521	48.991
3GL5_155_1.pdb	10.311	11.490	80.876
3GL5_110_1.pdb	10.149	11.538	82.098
1KNGA_197_1.pdb	4.869	3.685	50.703
1LU4_168_1.pdb	1.791	0.293	70.995
2LS5A_089_1.pdb	4.204	9.109	57.674
5UM7B_069_1.pdb	1.801	7.200	73.042
2L57_029_1.pdb	2.048	2.773	78.207
3C71A_059_1.pdb	10.095	8.858	66.972
3KCMA_148_1.pdb	2.692	4.448	88.256
4NMUD_129_1.pdb	1.757	4.327	84.165
3OR5A_064_1.pdb	1.115	2.924	84.648
3GL3D_042_1.pdb	2.929	8.840	65.963
3OR5A_021_1.pdb	1.151	2.880	82.978
3GL3D_007_1.pdb	11.306	5.337	45.451
3C71A_101_1.pdb	15.278	13.618	44.025
5UM7B_131_1.pdb	1.489	5.332	68.162
1LU4_075_1.pdb	7.161	14.203	39.380
1LU4_030_1.pdb	1.966	1.024	57.349
3U5RE_182_1.pdb	7.262	3.755	40.064
3GL5_048_1.pdb	9.438	12.151	89.299
2OKA_030_1.pdb	6.925	6.171	72.409
2OKA_075_1.pdb	5.875	6.011	60.928
2OKA_088_1.pdb	6.971	6.166	44.713
1KNGA_077_1.pdb	2.294	6.147	76.248
1KNGA_032_1.pdb	1.937	6.987	80.812
3W8J_044_1.pdb	12.537	12.144	44.690
1LU4_088_1.pdb	1.054	2.283	74.152
3W8J_001_1.pdb	5.987	6.096	51.431
6MZA_015_1.pdb	0.722	0.529	80.093
3OR5A_099_1.pdb	1.039	2.742	85.402
6MZA_050_1.pdb	0.939	0.729	66.333
3IOSA_001_1.pdb	0.784	1.927	88.462
4EUY_049_1.pdb	6.140	6.087	86.032
3IOSA_044_1.pdb	1.091	2.702	81.692
2EC4_018_1.pdb	3.708	4.528	45.375
3GL3D_139_1.pdb	3.810	9.041	65.551
6MZA_193_1.pdb	0.670	0.503	81.294
4NMUD_017_1.pdb	3.826	2.751	59.559
3KCMA_076_1.pdb	3.922	4.945	72.180
3KCMA_033_1.pdb	2.932	4.435	91.359
4NMUD_052_1.pdb	1.338	3.408	85.136
3GL5_133_1.pdb	5.784	12.817	70.964
3EMX_026_1.pdb	3.658	2.212	71.996
3GL5_176_1.pdb	9.876	11.624	83.058
3W8J_187_1.pdb	12.292	13.401	36.128
3U5RE_004_1.pdb	1.279	5.319	86.080
2LS5A_012_1.pdb	2.529	8.788	65.954
3C71A_087_1.pdb	11.675	8.763	53.304
3U5RE_041_1.pdb	1.841	6.476	71.195
2LS5A_057_1.pdb	1.252	5.688	86.183
1KNGA_149_1.pdb	8.434	4.208	46.846
4EUY_132_1.pdb	5.415	5.347	90.121
3PH9_032_1.pdb	9.529	10.383	72.153
1KNGA_011_1.pdb	1.821	7.500	86.542
3GL5_096_1.pdb	9.823	11.716	83.778
1KNGA_054_1.pdb	4.966	10.292	52.397
3U5RE_119_1.pdb	2.585	9.808	54.192
3W8J_022_1.pdb	10.742	10.424	42.206
3W8J_067_1.pdb	8.930	5.640	42.198
6MZA_073_1.pdb	0.850	0.548	80.366
6MZA_036_1.pdb	0.772	0.465	79.625
3IOSA_067_1.pdb	0.785	1.660	90.935
3KCMA_196_1.pdb	3.322	4.462	75.962
3IOSA_022_1.pdb	1.274	1.648	80.805
2EC4_083_1.pdb	3.306	4.478	37.909
4EUY_097_1.pdb	5.480	5.422	88.703
3OR5A_002_1.pdb	1.538	3.247	65.771
3GL3D_024_1.pdb	1.770	8.570	77.918
3OR5A_047_1.pdb	1.283	2.877	79.676
3GL3D_061_1.pdb	3.248	8.691	70.338
1LU4_013_1.pdb	1.304	0.320	70.685
3C71A_122_1.pdb	4.857	13.094	58.906
1LU4_056_1.pdb	7.466	14.582	43.484
5UM7B_112_1.pdb	1.653	6.827	72.813
2OKA_056_1.pdb	7.102	6.042	64.123
2OKA_013_1.pdb	7.977	7.305	71.865
3KCMA_113_1.pdb	4.858	5.614	66.574
4NMUD_172_1.pdb	3.074	2.000	59.853
4NMUD_137_1.pdb	1.400	2.885	84.667
3KCMA_156_1.pdb	4.704	6.212	46.135
3GL3D_019_1.pdb	2.198	8.055	61.352
3GL5_056_1.pdb	9.143	11.986	63.384
3GL5_013_1.pdb	10.887	11.629	61.814
1KNGA_094_1.pdb	3.554	9.924	54.393
1KNGA_069_1.pdb	6.211	5.016	49.781
2OKA_096_1.pdb	6.308	5.941	77.101
3U5RE_161_1.pdb	1.986	10.998	50.315
3U5RE_124_1.pdb	3.653	6.976	52.144
1LU4_096_1.pdb	0.218	1.839	92.900
3OR5A_087_1.pdb	2.547	4.206	47.012
4EUY_057_1.pdb	4.969	4.884	85.221
2EC4_043_1.pdb	3.678	4.505	37.116
2EC4_006_1.pdb	3.658	4.478	45.501
4EUY_012_1.pdb	4.603	4.124	84.342
3W8J_147_1.pdb	3.620	3.778	84.065
3U5RE_039_1.pdb	1.483	6.359	70.725
3W8J_102_1.pdb	3.869	4.157	75.032
1KNGA_174_1.pdb	4.975	4.205	58.666
1KNGA_131_1.pdb	4.775	3.755	53.103
3IOSA_102_1.pdb	1.023	1.623	77.936
3IOSA_147_1.pdb	1.027	1.969	86.781
4NMUD_092_1.pdb	5.661	5.432	52.859
6MZA_116_1.pdb	0.790	0.632	73.904
6MZA_153_1.pdb	0.690	0.449	81.305
3OR5A_167_1.pdb	1.810	3.531	60.057
3GL3D_141_1.pdb	1.441	8.606	79.694
3OR5A_122_1.pdb	13.930	13.508	40.241
3GL3D_104_1.pdb	2.421	8.881	64.154
2OKA_133_1.pdb	6.365	5.801	56.905
1KNGA_189_1.pdb	9.145	4.195	59.615
2L57_072_1.pdb	2.054	2.594	64.047
3C71A_002_1.pdb	1.840	12.599	83.563
5UM7B_032_1.pdb	1.655	7.231	80.265
1LU4_176_1.pdb	0.264	1.779	92.581
2L57_037_1.pdb	2.042	2.690	78.815
3C71A_047_1.pdb	2.770	12.734	64.848
5UM7B_077_1.pdb	1.589	5.821	74.065
2LS5A_097_1.pdb	1.184	5.649	86.014
1LU4_133_1.pdb	3.550	2.658	54.990
3U5RE_081_1.pdb	1.230	6.088	78.224
3GL3D_085_1.pdb	4.387	7.715	49.872
4EUY_073_1.pdb	5.586	5.509	90.482
2EC4_067_1.pdb	3.281	4.547	47.252
2EC4_022_1.pdb	3.285	4.566	45.028
4EUY_036_1.pdb	5.337	5.266	80.137
1KNGA_008_1.pdb	1.964	7.392	84.502
3U5RE_145_1.pdb	6.631	9.590	55.629
3U5RE_100_1.pdb	3.631	8.579	51.810
3W8J_083_1.pdb	4.435	4.130	64.441
3GL5_072_1.pdb	9.908	11.841	82.906
3GL5_037_1.pdb	11.169	8.393	57.883
3KCMA_137_1.pdb	4.908	4.915	57.274
3IOSA_083_1.pdb	1.247	1.572	55.829
4NMUD_156_1.pdb	3.983	2.821	64.462
4NMUD_113_1.pdb	1.277	3.530	87.011
3KCMA_172_1.pdb	3.814	5.255	69.934
6MZA_097_1.pdb	0.875	0.692	57.508
3GL3D_078_1.pdb	1.168	8.369	76.839
2OKA_117_1.pdb	7.077	5.715	47.583
2OKA_152_1.pdb	6.335	6.052	72.454
2L57_056_1.pdb	3.493	5.237	55.586
3C71A_026_1.pdb	11.271	8.254	65.528
5UM7B_016_1.pdb	1.656	7.014	75.735
1LU4_152_1.pdb	1.202	1.262	72.665
2L57_013_1.pdb	2.061	2.692	82.021
3C71A_063_1.pdb	12.527	9.337	58.839
5UM7B_053_1.pdb	2.247	10.282	67.782
1LU4_117_1.pdb	1.805	0.359	73.248
3GL5_1.pdb	9.288	12.382	94.020
1LU4_1.pdb	0.164	1.926	96.792
3OR5A_143_1.pdb	1.607	2.464	63.951
3GL3D_165_1.pdb	1.664	8.767	55.546
3OR5A_106_1.pdb	1.535	4.044	79.484
3GL3D_120_1.pdb	3.518	8.701	66.479
3KCMA_092_1.pdb	2.716	4.808	83.835
3IOSA_126_1.pdb	0.650	1.734	90.966
3IOSA_163_1.pdb	0.740	1.855	90.668
6MZA_132_1.pdb	0.745	0.546	76.134
6MZA_177_1.pdb	0.656	0.535	76.339
3U5RE_058_1.pdb	7.744	12.515	52.133
3W8J_163_1.pdb	13.619	13.346	34.006
3W8J_126_1.pdb	3.584	4.202	60.619
1KNGA_150_1.pdb	6.359	5.462	33.685
3GL5_192_1.pdb	8.873	7.740	65.750
1KNGA_115_1.pdb	9.546	3.814	57.385
4EUY_116_1.pdb	5.329	5.268	86.432
4EUY_153_1.pdb	5.245	5.181	84.976
3OR5A_183_1.pdb	12.457	11.362	38.510
3PH9_016_1.pdb	9.272	10.013	65.039
1LU4_192_1.pdb	0.205	1.574	91.606
3U5RE_020_1.pdb	1.991	7.832	62.388
2LS5A_036_1.pdb	7.745	10.170	43.587
3U5RE_065_1.pdb	1.294	5.683	73.619
5UM7B_093_1.pdb	1.560	6.805	69.859
2LS5A_073_1.pdb	1.310	5.234	83.311
1KNGA_128_1.pdb	2.049	6.427	65.101
1KNGA_190_1.pdb	6.439	4.351	56.292
3GL5_117_1.pdb	10.034	11.678	77.742
3EMX_002_1.pdb	3.598	4.261	76.636
3GL5_152_1.pdb	10.023	11.405	80.714
3U5RE_098_1.pdb	3.617	5.283	52.211
3GL3D_158_1.pdb	1.883	8.234	71.899
4NMUD_033_1.pdb	4.910	5.055	65.646
3KCMA_052_1.pdb	3.203	4.609	91.370
3KCMA_017_1.pdb	3.384	4.489	92.478
4NMUD_076_1.pdb	1.485	3.231	83.197
3U5RE_185_1.pdb	2.196	6.461	60.355
1LU4_037_1.pdb	1.091	2.882	76.370
3C71A_106_1.pdb	3.078	11.823	69.569
1LU4_072_1.pdb	0.359	1.672	90.048
5UM7B_136_1.pdb	1.727	7.053	71.422
2OKA_072_1.pdb	8.106	7.591	79.607
2OKA_037_1.pdb	6.339	6.033	75.215
3OR5A_026_1.pdb	5.447	4.908	47.915
3GL3D_000_1.pdb	8.755	5.219	39.215
3OR5A_063_1.pdb	10.184	11.369	42.153
3GL3D_045_1.pdb	1.606	8.739	83.292
6MZA_057_1.pdb	0.912	0.521	76.901
6MZA_012_1.pdb	0.772	0.508	81.763
3IOSA_043_1.pdb	9.886	7.850	43.297
3IOSA_006_1.pdb	0.739	1.798	90.729
1KNGA_035_1.pdb	2.341	7.520	60.211
1KNGA_070_1.pdb	6.056	4.236	46.108
3W8J_006_1.pdb	3.616	3.635	87.637
3U5RE_178_1.pdb	2.012	8.131	66.527
3W8J_043_1.pdb	4.257	4.121	82.320
3OR5A_139_1.pdb	2.132	3.622	72.878
4NMUD_031_1.pdb	5.838	5.163	67.237
3KCMA_050_1.pdb	2.874	4.713	81.501
3KCMA_015_1.pdb	2.997	4.465	87.426
4NMUD_074_1.pdb	4.108	4.924	64.906
1KNGA_192_1.pdb	3.959	11.079	50.478
3GL5_115_1.pdb	6.853	7.714	61.590
2OKA_128_1.pdb	7.299	6.420	71.098
3EMX_000_1.pdb	4.162	5.209	74.505
3GL5_150_1.pdb	10.317	11.622	81.858
1LU4_128_1.pdb	0.262	1.792	93.363
5UM7B_029_1.pdb	1.668	7.380	75.860
3C71A_019_1.pdb	11.106	8.464	56.133
2L57_069_1.pdb	2.422	3.326	72.606
3W8J_119_1.pdb	3.614	3.631	78.816
3U5RE_022_1.pdb	1.396	6.226	81.544
1LU4_190_1.pdb	0.677	2.123	89.045
2LS5A_034_1.pdb	13.189	13.355	37.353
3U5RE_067_1.pdb	4.116	8.119	53.805
5UM7B_091_1.pdb	1.751	7.129	81.219
2LS5A_071_1.pdb	1.298	6.246	83.613
4NMUD_089_1.pdb	1.382	3.304	84.527
4EUY_114_1.pdb	5.374	5.312	83.037
4EUY_151_1.pdb	5.413	5.355	87.107
3IOSA_119_1.pdb	4.990	5.858	58.364
3PH9_051_1.pdb	8.628	9.193	59.241
6MZA_148_1.pdb	0.898	0.582	71.194
3OR5A_181_1.pdb	2.261	3.376	59.666
3PH9_014_1.pdb	5.559	6.519	71.004
1KNGA_037_1.pdb	4.189	5.203	60.466
1KNGA_072_1.pdb	5.180	3.600	56.493
3W8J_004_1.pdb	3.618	3.815	89.065
3W8J_041_1.pdb	4.544	4.191	69.473
6MZA_055_1.pdb	0.696	0.472	80.950
6MZA_010_1.pdb	0.728	0.414	80.035
3IOSA_041_1.pdb	0.805	1.857	89.087
4EUY_009_1.pdb	5.400	5.339	87.115
2EC4_058_1.pdb	3.698	4.480	34.889
3IOSA_004_1.pdb	0.716	1.647	93.196
4NMUD_169_1.pdb	1.488	4.003	85.564
3KCMA_108_1.pdb	3.931	5.500	59.924
3OR5A_024_1.pdb	1.182	2.894	83.587
3GL3D_002_1.pdb	7.208	6.960	46.072
3OR5A_061_1.pdb	1.195	2.772	69.964
3GL3D_047_1.pdb	1.247	8.597	91.464
1LU4_035_1.pdb	3.406	10.709	57.805
3U5RE_187_1.pdb	4.942	10.726	39.233
3C71A_104_1.pdb	2.101	12.911	70.977
1LU4_070_1.pdb	0.221	1.777	93.636
5UM7B_134_1.pdb	1.631	6.606	72.198
3GL5_008_1.pdb	10.496	11.426	78.589
2OKA_070_1.pdb	6.367	5.961	74.029
2OKA_035_1.pdb	7.974	8.145	73.833
3KCMA_135_1.pdb	3.799	6.076	64.735
4NMUD_154_1.pdb	2.057	3.082	77.820
3IOSA_081_1.pdb	0.866	1.790	87.952
4NMUD_111_1.pdb	3.758	1.909	68.607
3KCMA_170_1.pdb	3.125	4.867	81.354
6MZA_095_1.pdb	0.754	0.481	78.817
3OR5A_019_1.pdb	2.324	4.728	67.018
5UM7B_109_1.pdb	1.703	6.543	72.628
1LU4_008_1.pdb	0.281	1.837	93.180
3W8J_081_1.pdb	10.638	11.400	44.277
2OKA_008_1.pdb	8.292	7.686	78.389
3GL5_070_1.pdb	10.288	11.781	84.494
3GL5_035_1.pdb	10.115	11.517	81.246
3U5RE_147_1.pdb	1.673	5.965	57.167
3W8J_039_1.pdb	4.749	5.230	70.696
3U5RE_102_1.pdb	1.857	6.967	68.428
6MZA_068_1.pdb	0.721	0.435	82.678
3GL3D_087_1.pdb	8.497	5.083	49.713
4EUY_071_1.pdb	5.568	5.499	89.888
3IOSA_039_1.pdb	0.690	1.632	91.818
2EC4_065_1.pdb	3.661	4.466	36.823
2EC4_020_1.pdb	3.663	4.364	37.757
4EUY_034_1.pdb	5.491	5.423	89.213
3W8J_161_1.pdb	3.636	3.753	85.224
2LS5A_009_1.pdb	6.987	6.173	56.085
3W8J_124_1.pdb	9.842	10.614	40.524
1KNGA_152_1.pdb	7.757	9.642	50.885
3GL5_190_1.pdb	10.066	11.692	83.193
1KNGA_117_1.pdb	14.073	13.972	41.201
3KCMA_090_1.pdb	5.295	6.371	53.980
3IOSA_124_1.pdb	1.408	0.882	60.323
3IOSA_161_1.pdb	0.768	1.767	88.551
4EUY_129_1.pdb	4.145	4.065	86.584
6MZA_130_1.pdb	0.595	0.501	75.137
3PH9_029_1.pdb	8.691	9.408	77.502
6MZA_175_1.pdb	0.810	0.611	67.894
3OR5A_141_1.pdb	2.586	2.721	43.457
3GL3D_167_1.pdb	2.002	8.556	64.354
6MZA_188_1.pdb	0.711	0.519	75.291
3OR5A_104_1.pdb	1.944	4.366	71.030
3GL3D_122_1.pdb	12.114	6.600	56.291
4NMUD_049_1.pdb	2.369	4.418	69.928
3KCMA_028_1.pdb	5.291	4.805	46.925
2OKA_115_1.pdb	6.367	6.024	78.098
3GL5_128_1.pdb	9.889	11.780	82.780
2OKA_150_1.pdb	7.038	5.954	69.315
2L57_054_1.pdb	2.223	3.161	78.367
3C71A_024_1.pdb	13.895	6.274	51.475
5UM7B_014_1.pdb	10.124	12.891	53.645
1LU4_150_1.pdb	0.329	1.650	92.369
2L57_011_1.pdb	12.629	12.044	48.871
3C71A_061_1.pdb	12.506	13.956	46.124
5UM7B_051_1.pdb	7.050	7.519	50.804
1LU4_115_1.pdb	1.392	0.868	72.386
6MZA_009_1.pdb	0.743	0.507	83.029
3OR5A_085_1.pdb	1.674	3.998	77.427
4EUY_055_1.pdb	5.314	5.256	87.780
2EC4_041_1.pdb	3.664	4.436	40.209
2EC4_004_1.pdb	3.645	4.462	46.603
4EUY_010_1.pdb	5.592	5.518	91.309
3IOSA_058_1.pdb	1.648	2.827	81.072
2OKA_094_1.pdb	7.160	6.129	76.554
2LS5A_1.pdb	1.301	5.129	85.715
3W8J_058_1.pdb	3.600	3.648	82.573
3U5RE_163_1.pdb	7.455	9.652	52.315
1LU4_094_1.pdb	0.237	1.822	94.228
3U5RE_126_1.pdb	3.456	8.112	43.619
1LU4_069_1.pdb	0.228	1.725	92.441
3GL5_054_1.pdb	10.023	11.826	80.936
2OKA_069_1.pdb	8.068	7.644	68.250
3GL5_011_1.pdb	10.357	11.547	78.673
1KNGA_096_1.pdb	1.829	7.398	81.669
3KCMA_111_1.pdb	4.010	5.739	73.643
4NMUD_170_1.pdb	6.132	4.734	66.816
4NMUD_135_1.pdb	3.078	1.927	71.062
3KCMA_154_1.pdb	3.663	4.902	65.137
3OR5A_078_1.pdb	0.950	2.834	77.801
3GL5_149_1.pdb	11.861	8.863	65.466
3EMX_019_1.pdb	5.062	5.049	62.033
2OKA_131_1.pdb	7.011	6.049	57.959
2L57_070_1.pdb	2.089	2.485	77.459
3C71A_000_1.pdb	1.128	12.476	93.827
5UM7B_030_1.pdb	1.584	7.070	79.361
1LU4_174_1.pdb	0.351	1.407	87.369
2L57_035_1.pdb	2.035	2.695	80.729
3C71A_045_1.pdb	6.031	12.100	45.320
5UM7B_075_1.pdb	1.728	6.589	73.416
2LS5A_095_1.pdb	9.343	12.434	34.458
3U5RE_083_1.pdb	1.929	8.050	63.548
1LU4_131_1.pdb	0.237	1.772	93.113
3OR5A_165_1.pdb	2.188	3.957	62.288
3GL3D_143_1.pdb	8.669	5.588	47.501
3OR5A_120_1.pdb	10.000	10.040	37.963
3GL3D_106_1.pdb	1.504	8.733	80.096
3KCMA_049_1.pdb	4.065	5.315	62.899
4NMUD_028_1.pdb	1.389	3.486	84.607
3IOSA_100_1.pdb	1.064	1.996	86.008
4EUY_148_1.pdb	5.527	5.446	52.938
4NMUD_090_1.pdb	1.431	3.580	85.422
3IOSA_145_1.pdb	0.794	1.913	85.922
6MZA_114_1.pdb	0.693	0.470	81.040
3OR5A_198_1.pdb	1.152	2.489	81.988
6MZA_151_1.pdb	0.610	0.479	75.656
3PH9_048_1.pdb	9.662	10.511	73.811
2LS5A_068_1.pdb	1.279	8.511	83.090
5UM7B_088_1.pdb	1.685	7.125	79.248
3W8J_145_1.pdb	4.283	4.116	67.660
1LU4_189_1.pdb	0.448	1.987	90.410
3W8J_100_1.pdb	4.129	3.705	62.452
1KNGA_176_1.pdb	1.999	7.619	77.251
1KNGA_133_1.pdb	7.528	4.275	57.596
4EUY_130_1.pdb	5.279	5.220	86.538
4EUY_175_1.pdb	4.982	4.897	85.753
3KCMA_089_1.pdb	5.092	6.491	61.824
3PH9_030_1.pdb	8.808	9.523	80.736
6MZA_129_1.pdb	0.745	0.729	78.603
3U5RE_006_1.pdb	10.057	7.064	36.465
2LS5A_010_1.pdb	2.144	7.037	69.670
3C71A_085_1.pdb	12.240	8.843	51.945
3W8J_178_1.pdb	3.609	3.501	71.168
3U5RE_043_1.pdb	1.300	6.066	78.681
2LS5A_055_1.pdb	1.304	5.461	86.663
3GL5_189_1.pdb	10.277	11.440	79.408
2OKA_149_1.pdb	6.628	6.042	75.287
3GL5_131_1.pdb	9.943	11.669	81.181
3EMX_024_1.pdb	3.950	4.476	76.369
3GL5_174_1.pdb	10.135	11.856	82.708
5UM7B_048_1.pdb	1.785	7.010	73.301
3C71A_078_1.pdb	2.441	13.131	82.838
3W8J_185_1.pdb	8.353	7.704	43.277
2L57_008_1.pdb	2.606	1.853	72.472
1LU4_149_1.pdb	2.562	1.202	62.837
6MZA_191_1.pdb	0.720	0.559	64.558
3OR5A_158_1.pdb	1.097	2.748	85.581
4NMUD_015_1.pdb	2.973	2.340	71.115
3KCMA_074_1.pdb	4.075	5.873	71.252
3KCMA_031_1.pdb	3.458	5.148	57.252
4NMUD_050_1.pdb	1.276	3.699	90.764
3W8J_098_1.pdb	4.273	4.359	76.309
1LU4_011_1.pdb	0.946	1.621	77.531
3C71A_120_1.pdb	14.329	4.813	48.000
1LU4_054_1.pdb	0.213	1.681	94.519
5UM7B_110_1.pdb	1.845	6.722	71.804
2OKA_054_1.pdb	6.991	5.862	69.493
3GL5_069_1.pdb	9.984	12.027	80.873
2OKA_011_1.pdb	8.270	7.464	84.984
3KCMA_169_1.pdb	3.910	8.203	66.542
2EC4_081_1.pdb	3.713	4.525	48.006
4NMUD_108_1.pdb	2.495	2.845	66.191
4EUY_095_1.pdb	5.589	5.514	83.538
3IOSA_098_1.pdb	0.693	1.761	90.537
3OR5A_000_1.pdb	1.223	2.771	91.266
3GL3D_026_1.pdb	4.332	8.640	48.401
3OR5A_045_1.pdb	1.150	2.828	81.563
3GL3D_063_1.pdb	7.367	7.875	47.753
6MZA_071_1.pdb	0.758	0.450	82.254
6MZA_034_1.pdb	0.710	0.477	81.068
3IOSA_065_1.pdb	0.942	1.894	86.534
2EC4_039_1.pdb	3.685	4.470	38.715
3KCMA_194_1.pdb	3.981	4.994	71.533
3IOSA_020_1.pdb	0.930	2.020	88.795
4EUY_068_1.pdb	5.210	5.139	86.136
1KNGA_013_1.pdb	6.096	8.224	52.347
3GL5_094_1.pdb	9.648	11.961	85.367
1KNGA_056_1.pdb	12.212	6.318	45.328
3W8J_020_1.pdb	3.529	3.699	72.151
3W8J_065_1.pdb	3.759	3.605	72.790
3IOSA_104_1.pdb	0.838	2.024	85.539
4NMUD_094_1.pdb	1.425	3.683	82.116
3IOSA_141_1.pdb	0.860	1.847	89.316
4EUY_109_1.pdb	5.942	5.855	49.355
6MZA_110_1.pdb	0.802	0.545	77.935
3PH9_009_1.pdb	8.457	9.396	59.818
6MZA_155_1.pdb	0.721	0.506	73.999
3W8J_141_1.pdb	3.555	3.605	79.616
2LS5A_029_1.pdb	12.170	11.517	40.412
3W8J_104_1.pdb	5.637	6.138	43.567
1KNGA_172_1.pdb	6.213	7.909	55.221
1KNGA_137_1.pdb	7.084	9.474	42.024
2OKA_135_1.pdb	6.928	5.904	74.947
3GL5_108_1.pdb	9.643	11.864	85.390
2L57_074_1.pdb	11.995	9.569	39.857
3C71A_004_1.pdb	13.554	7.624	59.817
