Hit,Z-score,rmsd,lali,nres,%id,Description
1zye-J,15.3,2.3,134,162,18,THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE     
1zye-G,15.3,2.4,134,162,18,THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE     
1qmv-J,15.3,2.3,134,197,19,PEROXIREDOXIN-2                              
1zye-C,15.3,2.4,134,162,18,THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE     
3tkr-C,15.3,2.3,134,197,15,PEROXIREDOXIN-4                              
3tkr-D,15.3,2.3,134,197,15,PEROXIREDOXIN-4                              
1zye-F,15.3,2.4,134,162,18,THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE     
5b8b-A,15.3,2.3,133,165,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
4xts-T,15.3,2.3,131,160,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xts-J,15.3,2.3,132,161,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
5b6m-C,15.3,2.2,133,214,17,PEROXIREDOXIN-6                              
1yex-C,15.3,2.3,132,163,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf0-C,15.3,2.2,131,163,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf1-H,15.3,2.3,132,163,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xts-S,15.3,2.3,133,161,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3tb2-D,15.3,2.3,134,219,13,1-CYS PEROXIREDOXIN                          
1yep-C,15.3,2.3,132,163,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf1-C,15.3,2.3,132,163,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1zye-D,15.3,2.4,134,162,18,THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE     
3emp-C,15.3,2.3,132,162,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4mh2-C,15.3,2.4,134,164,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
3w6g-K,15.2,2.3,130,214,13,PROBABLE PEROXIREDOXIN                       
3w6g-L,15.2,2.4,130,214,13,PROBABLE PEROXIREDOXIN                       
5dvb-G,15.2,2.4,134,171,14,TSA2P                                        
6iu0-B,15.2,2.3,130,215,13,PEROXIREDOXIN                                
6iu1-S,15.2,2.4,130,214,12,PEROXIREDOXIN                                
6iu1-O,15.2,2.3,130,214,12,PEROXIREDOXIN                                
6iu1-I,15.2,2.3,130,214,12,PEROXIREDOXIN                                
6iu0-A,15.2,2.3,130,215,13,PEROXIREDOXIN                                
4mh2-A,15.2,2.4,134,165,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
6iu1-R,15.2,2.3,130,215,12,PEROXIREDOXIN                                
5c04-A,15.2,2.2,130,153,15,PUTATIVE PEROXIREDOXIN MT2298                
6iu1-B,15.2,2.3,130,214,12,PEROXIREDOXIN                                
4mh2-L,15.2,2.4,134,165,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
4xts-R,15.2,2.3,132,161,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ql9-A,15.2,2.3,132,165,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
4xts-C,15.2,2.3,132,162,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xts-E,15.2,2.3,132,160,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xts-A,15.2,2.3,132,160,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4txv-A,15.2,2.2,132,175,16,THIOL:DISULFIDE INTERCHANGE PROTEIN TLPA     
5b8a-D,15.2,2.3,132,162,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
4ql7-D,15.2,2.3,132,165,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
6gww-F,15.2,2.3,133,215,17,PEROXIREDOXIN                                
5ykj-A,15.2,2.4,133,213,15,"PEROXIREDOXIN PRX1, MITOCHONDRIAL            "
6krm-A,15.2,2.3,133,244,19,PEROXIREDOXIN                                
1zye-B,15.2,2.4,134,162,18,THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE     
4mh2-E,15.2,2.3,133,163,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
3zl5-A,15.2,2.4,134,162,15,PEROXIREDOXIN I                              
3tkr-H,15.2,2.3,133,197,15,PEROXIREDOXIN-4                              
3tks-A,15.2,2.4,134,197,14,PEROXIREDOXIN-4                              
6iu1-F,15.2,2.3,133,214,16,PEROXIREDOXIN                                
4mh2-G,15.2,2.4,134,164,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
1qmv-E,15.2,2.3,134,197,19,PEROXIREDOXIN-2                              
3tkr-I,15.2,2.3,133,197,15,PEROXIREDOXIN-4                              
4mh2-F,15.2,2.4,134,165,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
1yf1-B,15.2,2.3,132,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xs1-C,15.2,2.2,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4mh2-I,15.2,2.3,134,165,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
4o5r-E,15.2,2.2,131,165,11,"AHPC COMPONENT, SUBUNIT OF ALKYLHYDROPEROXIDE "
3emp-E,15.2,2.3,131,162,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
6p0w-A,15.2,2.3,131,201,14,PUTATIVE THIOL-SPECIFIC ANTIOXIDANT PROTEIN  
1yex-D,15.2,2.3,133,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3emp-D,15.2,2.3,132,162,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4o5r-B,15.2,2.2,131,166,11,"AHPC COMPONENT, SUBUNIT OF ALKYLHYDROPEROXIDE "
2v41-D,15.2,2.4,133,220,13,PEROXIREDOXIN 6.                             
5b8a-I,15.2,2.3,131,162,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
1yf1-I,15.2,2.2,131,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ql7-E,15.2,2.2,131,165,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
1jfu-A,15.1,2.2,132,176,17,THIOL:DISULFIDE INTERCHANGE PROTEIN TLPA     
3w6g-G,15.1,2.4,130,214,13,PROBABLE PEROXIREDOXIN                       
5dvb-H,15.1,2.3,133,171,14,TSA2P                                        
6iu1-L,15.1,2.4,130,214,12,PEROXIREDOXIN                                
2p5q-C,15.1,2.5,132,160,14,GLUTATHIONE PEROXIDASE 5                     
2wgr-A,15.1,2.4,132,163,11,GLUTATHIONE PEROXIDASE                       
6iu1-E,15.1,2.3,130,214,12,PEROXIREDOXIN                                
2p5q-B,15.1,2.5,132,160,14,GLUTATHIONE PEROXIDASE 5                     
6iu1-G,15.1,2.4,130,214,12,PEROXIREDOXIN                                
2p5q-D,15.1,2.5,132,160,14,GLUTATHIONE PEROXIDASE 5                     
4mh2-D,15.1,2.4,134,165,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
1n8j-K,15.1,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-I,15.1,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4o5r-D,15.1,2.2,131,167,11,"AHPC COMPONENT, SUBUNIT OF ALKYLHYDROPEROXIDE "
4mab-D,15.1,2.3,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xts-G,15.1,2.3,131,161,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ql9-E,15.1,2.3,131,165,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
1n8j-L,15.1,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
2z9s-E,15.1,2.3,131,197,14,PEROXIREDOXIN-1                              
5xbs-D,15.1,2.3,133,236,20,PEROXIREDOXIN                                
6feu-C,15.1,2.3,133,215,17,PEROXIREDOXIN                                
1n8j-A,15.1,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1yex-A,15.1,2.3,132,167,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
2c0d-A,15.1,2.3,133,168,20,THIOREDOXIN PEROXIDASE 2                     
5ovq-H,15.1,2.3,133,218,17,PEROXIREDOXIN                                
5ovq-E,15.1,2.2,133,219,17,PEROXIREDOXIN                                
3zl5-J,15.1,2.4,134,164,15,PEROXIREDOXIN I                              
6krp-D,15.1,2.3,133,244,19,PEROXIREDOXIN                                
3zl5-G,15.1,2.4,134,162,15,PEROXIREDOXIN I                              
3zl5-F,15.1,2.4,134,163,15,PEROXIREDOXIN I                              
6feu-I,15.1,2.3,133,215,17,PEROXIREDOXIN                                
5dvb-C,15.1,2.3,133,172,14,TSA2P                                        
5uka-B,15.1,2.3,131,164,10,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
5b8a-C,15.1,2.3,131,163,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
1yex-B,15.1,2.2,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3sbc-F,15.1,2.4,134,194,16,PEROXIREDOXIN TSA1                           
1yf0-D,15.1,2.2,131,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ql9-C,15.1,2.3,131,166,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
4xs1-B,15.1,2.3,131,165,10,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf0-B,15.1,2.2,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yep-B,15.1,2.3,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf1-F,15.1,2.3,131,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3u5r-F,15.1,1.9,128,189,20,UNCHARACTERIZED PROTEIN                      
4o5r-C,15.1,2.3,131,167,10,"AHPC COMPONENT, SUBUNIT OF ALKYLHYDROPEROXIDE "
4ql9-B,15.1,2.3,131,166,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
5b8a-E,15.1,2.3,131,164,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
1yep-D,15.1,2.3,132,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3u5r-G,15.1,2,129,189,19,UNCHARACTERIZED PROTEIN                      
4xs1-A,15.1,2.3,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xrd-A,15.1,2.3,131,164,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4o5r-A,15.1,2.3,131,167,10,"AHPC COMPONENT, SUBUNIT OF ALKYLHYDROPEROXIDE "
3sbc-C,15.1,2.4,134,196,16,PEROXIREDOXIN TSA1                           
1yf1-A,15.1,2.3,131,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xs1-D,15.1,2.2,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xs8-B,15.1,2.3,131,164,10,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
5b8a-B,15.1,2.3,131,166,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
3sbc-G,15.1,2.4,134,195,16,PEROXIREDOXIN TSA1                           
6krp-C,15.1,2.3,133,244,19,PEROXIREDOXIN                                
4xs1-E,15.1,2.3,131,162,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1n8j-S,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4ql9-D,15,2.3,132,167,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
1n8j-J,15,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
3kij-C,15,2.4,132,168,12,PROBABLE GLUTATHIONE PEROXIDASE 8            
2p5q-A,15,2.5,132,161,14,GLUTATHIONE PEROXIDASE 5                     
5h5s-A,15,2.4,131,164,10,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXI 
5xbq-B,15,2.4,130,214,12,PEROXIREDOXIN                                
5h5q-A,15,2.4,131,165,10,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXI 
1n8j-H,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-F,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4xra-C,15,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1n8j-B,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4xra-D,15,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1n8j-Q,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-P,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4xra-E,15,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1n8j-N,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-G,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-R,15,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-C,15,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-T,15,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-O,15,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4xs4-D,15,2.3,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
5ucx-H,15,2.3,131,195,15,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
3a5w-D,15,2.3,133,244,20,PROBABLE PEROXIREDOXIN                       
6krs-F,15,2.3,130,242,15,PEROXIREDOXIN                                
6feu-F,15,2.3,133,215,17,PEROXIREDOXIN                                
5b6n-B,15,2.2,133,221,17,PEROXIREDOXIN-6                              
5b6n-E,15,2.2,133,221,16,PEROXIREDOXIN-6                              
5h5r-A,15,2.3,131,169,10,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXI 
3zl5-H,15,2.5,134,163,15,PEROXIREDOXIN I                              
3zl5-E,15,2.5,134,161,15,PEROXIREDOXIN I                              
2ywn-A,15,2.2,124,150,23,PEROXIREDOXIN-LIKE PROTEIN                   
3zl5-I,15,2.5,134,162,15,PEROXIREDOXIN I                              
1yep-E,15,2.3,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3sbc-I,15,2.4,134,195,16,PEROXIREDOXIN TSA1                           
5dvb-D,15,2.3,133,170,14,TSA2P                                        
4xs4-A,15,2.3,132,167,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3sbc-A,15,2.4,134,195,16,PEROXIREDOXIN TSA1                           
4ql7-C,15,2.3,132,170,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
5b8a-F,15,2.3,132,165,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
1yf1-D,15,2.3,132,166,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf0-E,15,2.3,132,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ql7-A,15,2.3,132,166,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
1yf1-J,15,2.3,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3sbc-B,15,2.4,134,197,16,PEROXIREDOXIN TSA1                           
1yf1-E,15,2.3,131,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf0-A,15,2.3,131,167,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1yf1-G,15,2.3,132,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ql7-B,15,2.2,131,166,11,ALKYLHYDROPEROXIDE REDUCTASE SUBUNIT C       
1yex-E,15,2.3,132,165,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4mab-C,14.9,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
5dvb-B,14.9,2.4,134,176,14,TSA2P                                        
2obi-A,14.9,2.4,131,165,11,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE        
3cyn-C,14.9,2.5,132,176,12,PROBABLE GLUTATHIONE PEROXIDASE 8            
6itz-B,14.9,2.4,130,213,14,PEROXIREDOXIN                                
5xbq-I,14.9,2.4,130,214,12,PEROXIREDOXIN                                
5xbq-E,14.9,2.4,130,214,12,PEROXIREDOXIN                                
4ma9-C,14.9,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4ma9-D,14.9,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1n8j-M,14.9,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-E,14.9,2.2,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
1n8j-D,14.9,2.3,134,186,10,ALKYL HYDROPEROXIDE REDUCTASE C22 PROTEIN    
4mab-E,14.9,2.3,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
6j13-G,14.9,2.3,131,163,16,2-CYS PEROXIREDOXIN                          
2i81-D,14.9,2.3,134,163,22,2-CYS PEROXIREDOXIN                          
5l71-A,14.9,2.4,131,165,11,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXI 
5epf-A,14.9,2.5,130,153,23,PEROXIREDOXIN                                
3sbc-J,14.9,2.5,134,195,16,PEROXIREDOXIN TSA1                           
5b8a-A,14.9,2.3,131,168,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
1yep-A,14.9,2.3,131,168,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3sbc-H,14.9,2.5,134,195,16,PEROXIREDOXIN TSA1                           
5b8a-G,14.9,2.3,131,171,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
3emp-A,14.9,2.4,131,161,10,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
5dvb-A,14.8,2.2,133,199,14,TSA2P                                        
2ywi-A,14.8,1.9,128,190,18,HYPOTHETICAL CONSERVED PROTEIN               
4ka0-C,14.8,2.3,127,141,16,PUTATIVE THIOL-DISULFIDE OXIDOREDUCTASE      
2ywi-B,14.8,1.9,128,189,18,HYPOTHETICAL CONSERVED PROTEIN               
5dvb-F,14.8,2.4,134,176,14,TSA2P                                        
1we0-C,14.8,2.3,132,166,16,ALKYL HYDROPEROXIDE REDUCTASE C              
6hkq-A,14.8,2.4,132,166,10,PHOSPHOLIPID HYDROPEROXIDE GLUTATHIONE PEROXI 
1qmv-I,14.8,2.3,131,197,15,PEROXIREDOXIN-2                              
1we0-H,14.8,2.3,132,166,16,ALKYL HYDROPEROXIDE REDUCTASE C              
4xs4-C,14.8,2.2,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1we0-J,14.8,2.3,132,166,16,ALKYL HYDROPEROXIDE REDUCTASE C              
1we0-I,14.8,2.4,132,166,16,ALKYL HYDROPEROXIDE REDUCTASE C              
1we0-D,14.8,2.4,132,166,15,ALKYL HYDROPEROXIDE REDUCTASE C              
1we0-B,14.8,2.3,132,166,16,ALKYL HYDROPEROXIDE REDUCTASE C              
6j13-E,14.8,2.3,131,162,16,2-CYS PEROXIREDOXIN                          
5y63-C,14.8,2.4,132,167,12,"ALKYL HYDROPEROXIDE REDUCTASE, C SUBUNIT     "
6j13-D,14.8,2.3,131,163,16,2-CYS PEROXIREDOXIN                          
5y63-D,14.8,2.4,132,167,12,"ALKYL HYDROPEROXIDE REDUCTASE, C SUBUNIT     "
4txv-C,14.8,2.2,132,178,16,THIOL:DISULFIDE INTERCHANGE PROTEIN TLPA     
3raz-A,14.8,2.4,125,135,19,THIOREDOXIN-RELATED PROTEIN                  
1jfu-B,14.8,2.2,132,177,17,THIOL:DISULFIDE INTERCHANGE PROTEIN TLPA     
6j13-C,14.8,2.3,131,163,16,2-CYS PEROXIREDOXIN                          
5b8a-J,14.8,2.3,131,170,11,"ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C,PEROX "
1we0-E,14.8,2.4,132,166,15,ALKYL HYDROPEROXIDE REDUCTASE C              
6j13-A,14.8,2.3,131,163,16,2-CYS PEROXIREDOXIN                          
6j13-F,14.8,2.3,131,163,16,2-CYS PEROXIREDOXIN                          
4xrd-B,14.8,2.3,131,167,10,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
1we0-A,14.7,2.4,132,166,15,ALKYL HYDROPEROXIDE REDUCTASE C              
4ma9-E,14.7,2.3,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
4xs4-E,14.7,2.3,134,186,11,ALKYL HYDROPEROXIDE REDUCTASE SUBUNIT C      
3kij-A,14.7,2.5,132,171,12,PROBABLE GLUTATHIONE PEROXIDASE 8            
1we0-F,14.7,2.4,132,166,15,ALKYL HYDROPEROXIDE REDUCTASE C              
4txo-G,14.7,2.3,132,176,16,THIOL:DISULFIDE INTERCHANGE PROTEIN TLPA     
4txo-A,14.7,2.2,132,177,16,THIOL:DISULFIDE INTERCHANGE PROTEIN TLPA     
2lrn-A,14.7,2.1,127,152,19,THIOL:DISULFIDE INTERCHANGE PROTEIN          
6j13-I,14.7,2.3,131,163,16,2-CYS PEROXIREDOXIN                          
2c0d-B,14.7,2.3,133,174,20,THIOREDOXIN PEROXIDASE 2                     
5ucx-I,14.7,2.3,134,195,18,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MIT "
3zl5-C,14.7,2.5,134,164,15,PEROXIREDOXIN I                              
3tue-E,14.7,2.4,132,164,17,TRYPAREDOXIN PEROXIDASE                      
6utl-I,14.7,2.4,131,163,15,PEROXIREDOXIN TSA2                           
6j13-J,14.7,2.3,131,164,16,2-CYS PEROXIREDOXIN                          
4g2e-A,14.7,2.2,124,151,22,PEROXIREDOXIN                                
