No,Hit,Z-score,rmsd,lali,nres,%id,Description,,,,,,
1149,5ovq-B,7.5,2.7,104,221,15,PEROXIREDOXIN,,,,,,
1150,5ovq-E,7.5,2.6,103,219,16,PEROXIREDOXIN,,,,,,
1151,5ovq-D,7.5,2.7,104,218,15,PEROXIREDOXIN,,,,,,
1152,3kh7-A,7.4,2.5,92,157,24,THIOLDISULFIDE,INTERCHANGE,PROTEIN,DSBE,,,
1153,4fyb-B,7.4,2.8,99,162,12,THIOLDISULFIDE,INTERCHANGE,PROTEIN,(DSBC),,,
1154,4cdo-A,7.4,2.7,94,150,15,THIOREDOXIN-LIKE,PROTEIN,"4A,",POLYGLUTAMINE-BINDIN,,,
1155,6ts2-D,7.4,2.7,95,1123,6,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1156,3t58-B,7.4,2.8,96,504,16,SULFHYDRYL,OXIDASE,1,,,,
1157,3fhk-A,7.4,3.1,101,147,15,UPF0403,PROTEIN,YPHP,,,,
1158,4i6x-A,7.4,2.8,90,117,10,PROTEIN,DISULFIDE-ISOMERASE,A5,,,,
1159,4ij3-A,7.4,3,96,237,17,SULFHYDRYL,OXIDASE,1,,,,
1160,2mod-A,7.4,3.2,96,128,15,THIOREDOXIN,,,,,,
1161,3qd9-B,7.4,3,98,390,17,QSOX,FROM,TRYPANOSOMA,BRUCEI,(TBQSOX),,
1162,3qd9-D,7.4,3,98,384,17,QSOX,FROM,TRYPANOSOMA,BRUCEI,(TBQSOX),,
1163,3jcm-L,7.4,2.8,95,139,11,PRE-MRNA-SPLICING,FACTOR,8,,,,
1164,3qd9-C,7.4,3,98,385,17,QSOX,FROM,TRYPANOSOMA,BRUCEI,(TBQSOX),,
1165,4in0-B,7.4,2.6,94,141,14,THIOREDOXIN-LIKE,PROTEIN,4B,,,,
1166,5dvb-F,7.4,2.5,100,176,13,TSA2P,,,,,,
1167,6ah0-O,7.4,2.8,95,139,15,U5SNRNA,,,,,,
1168,6iu1-F,7.4,2.6,103,214,16,PEROXIREDOXIN,,,,,,
1169,4mh2-I,7.4,3,105,165,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1170,3tb2-D,7.4,2.6,101,219,13,1-CYS,PEROXIREDOXIN,,,,,
1171,6hn3-A,7.4,2.9,101,167,5,PHOSPHOLIPID,HYDROPEROXIDE,GLUTATHIONE,PEROXIDASE,,,
1172,4kce-B,7.4,2.5,99,163,14,PEROXIDOXIN,,,,,,
1173,4txo-G,7.4,2.7,99,176,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
1174,3zl5-F,7.4,2.7,102,163,14,PEROXIREDOXIN,I,,,,,
1175,3zl5-H,7.4,3,104,163,13,PEROXIREDOXIN,I,,,,,
1176,3dml-A,7.4,2.6,87,95,18,PUTATIVE,UNCHARACTERIZED,PROTEIN,,,,
1177,3zl5-J,7.4,3,104,164,13,PEROXIREDOXIN,I,,,,,
1178,3hjp-C,7.4,2.7,97,158,14,"PEROXIREDOXIN,",BACTERIOFERRITIN,COMIGRATORY,PROTE,,,
1179,4x1u-A,7.4,2.5,98,157,14,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1180,5id2-D,7.4,2.6,99,155,14,PUTATIVE,PEROXIREDOXIN,RV2238C,,,,
1181,3fhk-F,7.4,3.1,97,147,16,UPF0403,PROTEIN,YPHP,,,,
1182,5imd-A,7.4,2.9,98,158,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1183,4x1u-B,7.4,2.5,98,159,14,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1184,3t58-A,7.4,2.9,97,502,16,SULFHYDRYL,OXIDASE,1,,,,
1185,4p2l-B,7.4,2.8,96,493,18,SULFHYDRYL,OXIDASE,1,,,,
1186,3fhk-E,7.4,3.2,101,147,15,UPF0403,PROTEIN,YPHP,,,,
1187,5id2-A,7.4,2.6,99,154,14,PUTATIVE,PEROXIREDOXIN,RV2238C,,,,
1188,2c0d-A,7.4,2.9,101,168,14,THIOREDOXIN,PEROXIDASE,2,,,,
1189,5idr-F,7.4,1.9,87,219,20,DSBA-LIKE,PROTEIN,,,,,
1190,5imc-A,7.4,2.7,97,157,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1191,6mhh-A,7.4,2,87,211,20,METAL,RESISTANCE,PROTEIN,,,,
1192,5ucx-I,7.4,2.6,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1193,3fw2-B,7.4,2.7,93,148,14,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1194,5jwr-D,7.4,2.6,82,87,6,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
1195,4ma9-E,7.4,2.6,101,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1196,1yex-A,7.4,2.7,99,167,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1197,4ma9-C,7.4,2.9,105,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1198,4ql7-C,7.4,2.6,98,170,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1199,4ql7-A,7.4,2.6,98,166,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1200,1n8j-D,7.4,2.6,103,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,C22,PROTEIN,,
1201,1yf1-J,7.4,2.7,99,165,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1202,4ql9-C,7.4,2.7,97,166,10,ALKYLHYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,,
1203,5b8a-G,7.4,2.7,99,171,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1204,5ipg-A,7.4,2.7,97,156,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1205,3a5w-D,7.4,2.7,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1206,5iow-A,7.4,2.7,97,156,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1207,6krm-A,7.4,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1208,6krs-F,7.4,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1209,6krp-D,7.4,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1210,6feu-B,7.4,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1211,6gww-F,7.4,2.5,103,215,16,PEROXIREDOXIN,,,,,,
1212,5ovq-L,7.4,2.6,103,220,15,PEROXIREDOXIN,,,,,,
1213,2dj3-A,7.4,2.6,94,133,15,PROTEIN,DISULFIDE-ISOMERASE,A4,,,,
1214,1g7e-A,7.3,3,101,122,7,ENDOPLASMIC,RETICULUM,PROTEIN,ERP29,,,
1215,3die-A,7.3,2.2,73,106,16,THIOREDOXIN,,,,,,
1216,6lur-G,7.3,2.6,97,211,19,THIOREDOXIN,"1,POLY(U)-BINDING-SPLICING",FACTOR,PUF,,,
1217,4mh3-K,7.3,2.9,100,168,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1218,4mh3-E,7.3,2.9,100,164,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1219,4mh3-G,7.3,2.9,100,168,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1220,3zl5-I,7.3,3,104,162,13,PEROXIREDOXIN,I,,,,,
1221,4txo-C,7.3,2.8,98,177,18,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
1222,4txo-A,7.3,2.7,97,177,19,THIOLDISULFIDE,INTERCHANGE,PROTEIN,TLPA,,,
1223,3k8n-A,7.3,2.7,94,153,22,CYTOCHROME,C,BIOGENESIS,PROTEIN,CCMG,,
1224,4fyc-A,7.3,2.7,99,162,11,THIOLDISULFIDE,INTERCHANGE,PROTEIN,(DSBC),,,
1225,4fyc-B,7.3,2.9,100,161,11,THIOLDISULFIDE,INTERCHANGE,PROTEIN,(DSBC),,,
1226,4gqc-D,7.3,2.7,97,161,20,THIOL,PEROXIDASE,,,,,
1227,3t59-D,7.3,2.9,96,498,16,SULFHYDRYL,OXIDASE,1,,,,
1228,2b5e-A,7.3,3.2,99,483,14,PROTEIN,DISULFIDE-ISOMERASE,,,,,
1229,4x0x-A,7.3,2.6,98,153,15,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1230,5jwr-B,7.3,2.6,82,89,6,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
1231,5ima-A,7.3,2.7,97,157,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1232,5enu-A,7.3,2.7,98,157,19,ALKYL,HYDROPEROXIDE,REDUCTASE/,THIOL,SPECIFIC,ANT,
1233,2djk-A,7.3,2.7,94,133,14,PROTEIN,DISULFIDE-ISOMERASE,,,,,
1234,5idr-C,7.3,1.9,86,216,20,DSBA-LIKE,PROTEIN,,,,,
1235,4xs4-E,7.3,2.6,100,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1236,4xs4-C,7.3,2.9,105,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1237,4mab-C,7.3,2.7,100,186,12,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1238,5b8a-H,7.3,2.6,98,177,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,"C,PEROXIRED",,
1239,5y63-C,7.3,2.9,100,167,11,ALKYL,HYDROPEROXIDE,"REDUCTASE,",C,SUBUNIT,,
1240,4gxz-C,7.3,2,87,174,17,SUPPRESSION,OF,COPPER,SENSITIVITY,PROTEIN,,
1241,5imz-A,7.3,2.9,96,158,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1242,4gxz-D,7.3,2,87,170,17,SUPPRESSION,OF,COPPER,SENSITIVITY,PROTEIN,,
1243,4gxz-B,7.3,1.9,86,176,17,SUPPRESSION,OF,COPPER,SENSITIVITY,PROTEIN,,
1244,2v41-D,7.3,2.8,101,220,13,PEROXIREDOXIN,6,,,,,
1245,2v41-C,7.3,2.7,101,216,13,PEROXIREDOXIN,6,,,,,
1246,1x5e-A,7.3,2.6,89,126,16,THIOREDOXIN,DOMAIN,CONTAINING,PROTEIN,1,,
1247,6feu-I,7.3,2.5,101,215,17,PEROXIREDOXIN,,,,,,
1248,1t4y-A,7.2,2.8,86,105,13,ADAPTIVE-RESPONSE,SENSORY-KINASE,SASA,,,,
1249,5idr-D,7.2,1.9,86,221,20,DSBA-LIKE,PROTEIN,,,,,
1250,1zma-A,7.2,3.3,91,118,22,BACTEROCIN,TRANSPORT,ACCESSORY,PROTEIN,,,
1251,3ha9-A,7.2,2.7,90,161,17,UNCHARACTERIZED,THIOREDOXIN-LIKE,PROTEIN,,,,
1252,2dj0-A,7.2,3.1,100,137,9,THIOREDOXIN-RELATED,TRANSMEMBRANE,PROTEIN,2,,,
1253,2pn8-A,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1254,3drn-A,7.2,2.7,102,152,13,"PEROXIREDOXIN,",BACTERIOFERRITIN,COMIGRATORY,PROTE,,,
1255,5dvb-I,7.2,2.6,100,186,13,TSA2P,,,,,,
1256,4rqx-E,7.2,2.6,98,166,13,PEROXIREDOXIN-4,,,,,,
1257,4mh3-B,7.2,2.9,100,168,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1258,4mh3-L,7.2,2.9,100,167,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1259,4rqx-C,7.2,2.6,98,166,13,PEROXIREDOXIN-4,,,,,,
1260,3zl5-G,7.2,2.9,102,162,14,PEROXIREDOXIN,I,,,,,
1261,3tjb-B,7.2,2.6,98,167,13,PEROXIREDOXIN-4,,,,,,
1262,4rqx-B,7.2,2.6,98,166,13,PEROXIREDOXIN-4,,,,,,
1263,4mh3-J,7.2,2.9,100,166,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1264,4rqx-D,7.2,2.7,98,166,13,PEROXIREDOXIN-4,,,,,,
1265,3tjf-D,7.2,2.9,104,194,13,PEROXIREDOXIN-4,,,,,,
1266,5zte-G,7.2,2.6,102,187,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1267,1e2y-F,7.2,2.9,101,161,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1268,4fh8-G,7.2,2.6,98,167,16,ACEPRX-1,,,,,,
1269,2c0d-B,7.2,2.9,101,174,14,THIOREDOXIN,PEROXIDASE,2,,,,
1270,3tjg-D,7.2,2.9,100,169,13,PEROXIREDOXIN-4,,,,,,
1271,3zl5-E,7.2,3,104,161,13,PEROXIREDOXIN,I,,,,,
1272,3tjf-C,7.2,2.9,104,196,13,PEROXIREDOXIN-4,,,,,,
1273,4fh8-C,7.2,2.6,98,168,16,ACEPRX-1,,,,,,
1274,3zl5-D,7.2,2.7,102,163,14,PEROXIREDOXIN,I,,,,,
1275,3tkq-E,7.2,2.6,98,166,13,PEROXIREDOXIN-4,,,,,,
1276,4kb3-F,7.2,2.9,100,163,14,PEROXIDOXIN,,,,,,
1277,1xxu-B,7.2,2.7,101,153,15,HYPOTHETICAL,PROTEIN,RV2238C/MT2298,,,,
1278,4xih-A,7.2,2.6,98,153,15,AHPC/TSA,FAMILY,PROTEIN,,,,
1279,2pn8-B,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1280,4xih-B,7.2,2.6,98,153,15,AHPC/TSA,FAMILY,PROTEIN,,,,
1281,2pn8-H,7.2,2.6,102,190,14,PEROXIREDOXIN-4,,,,,,
1282,2pn8-F,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1283,5id2-C,7.2,2.7,101,157,15,PUTATIVE,PEROXIREDOXIN,RV2238C,,,,
1284,3f9u-A,7.2,3,100,145,13,PUTATIVE,EXPORTED,CYTOCHROME,C,BIOGENESIS-RELATED,,
1285,2pn8-D,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1286,5jcg-B,7.2,2.9,104,195,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1287,5jcg-H,7.2,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1288,3fw2-C,7.2,2.7,93,148,14,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1289,2pn8-J,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1290,2pn8-I,7.2,2.6,102,190,14,PEROXIREDOXIN-4,,,,,,
1291,2pn8-E,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1292,2pn8-G,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1293,2pn8-C,7.2,2.6,102,191,14,PEROXIREDOXIN-4,,,,,,
1294,3fw2-D,7.2,2.8,93,148,14,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1295,5jcg-F,7.2,2.9,104,195,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1296,5ucx-A,7.2,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1297,5ucx-B,7.2,2.9,104,195,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1298,5ucx-C,7.2,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1299,5ucx-G,7.2,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1300,5idr-A,7.2,1.9,86,219,20,DSBA-LIKE,PROTEIN,,,,,
1301,4yx8-A,7.2,2,87,175,20,DSBA-LIKE,PROTEIN,,,,,
1302,6e0g-I,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1303,6e0g-F,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1304,4m92-A,7.2,3.1,100,153,12,TUMOR,SUPPRESSOR,CANDIDATE,3,,,
1305,6e0g-B,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1306,6e0g-D,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1307,6e0g-H,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1308,4m90-A,7.2,3.1,100,154,13,TUMOR,SUPPRESSOR,CANDIDATE,3,,,
1309,5y63-D,7.2,2.6,98,167,11,ALKYL,HYDROPEROXIDE,"REDUCTASE,",C,SUBUNIT,,
1310,6e0g-J,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1311,6e0g-C,7.2,2.8,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1312,6e0g-E,7.2,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1313,2z9s-D,7.2,2.8,104,197,16,PEROXIREDOXIN-1,,,,,,
1314,5vyo-B,7.2,2.7,87,189,11,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
1315,4kce-A,7.2,2.9,100,168,14,PEROXIDOXIN,,,,,,
1316,6utl-G,7.2,2.6,98,165,13,PEROXIREDOXIN,TSA2,,,,,
1317,6utl-C,7.2,2.6,98,166,13,PEROXIREDOXIN,TSA2,,,,,
1318,2i81-D,7.2,2.9,102,163,18,2-CYS,PEROXIREDOXIN,,,,,
1319,6utl-I,7.2,2.6,98,163,13,PEROXIREDOXIN,TSA2,,,,,
1320,6utl-E,7.2,2.6,98,164,13,PEROXIREDOXIN,TSA2,,,,,
1321,3a2x-A,7.2,2.5,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1322,3a2v-J,7.2,2.6,103,243,18,PROBABLE,PEROXIREDOXIN,,,,,
1323,3a2v-C,7.2,2.5,103,243,18,PROBABLE,PEROXIREDOXIN,,,,,
1324,3drn-B,7.2,2.7,101,150,13,"PEROXIREDOXIN,",BACTERIOFERRITIN,COMIGRATORY,PROTE,,,
1325,1x0r-F,7.2,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1326,1x0r-D,7.2,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1327,1x0r-H,7.2,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1328,2zct-G,7.2,2.6,102,237,18,PROBABLE,PEROXIREDOXIN,,,,,
1329,2zct-J,7.2,2.8,104,236,17,PROBABLE,PEROXIREDOXIN,,,,,
1330,3f9u-B,7.1,3,98,148,13,PUTATIVE,EXPORTED,CYTOCHROME,C,BIOGENESIS-RELATED,,
1331,3fw2-A,7.1,2.8,93,148,14,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1332,3gkn-B,7.1,2.7,97,154,9,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1333,5dvb-J,7.1,2.6,98,172,13,TSA2P,,,,,,
1334,1sen-A,7.1,2.9,98,134,12,THIOREDOXIN-LIKE,PROTEIN,P19,,,,
1335,5ept-H,7.1,2.6,98,178,13,PEROXIREDOXIN,TSA2,,,,,
1336,4mh3-H,7.1,2.9,100,167,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1337,4rqx-A,7.1,2.7,98,166,13,PEROXIREDOXIN-4,,,,,,
1338,3tjg-E,7.1,2.9,100,167,13,PEROXIREDOXIN-4,,,,,,
1339,4mh3-F,7.1,2.9,100,168,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1340,3tkq-C,7.1,2.6,98,166,13,PEROXIREDOXIN-4,,,,,,
1341,3tjj-A,7.1,2.7,98,167,13,PEROXIREDOXIN-4,,,,,,
1342,4mh3-A,7.1,3,100,166,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1343,4xcs-C,7.1,2.9,102,179,17,PEROXIREDOXIN-1,,,,,,
1344,5zte-H,7.1,2.5,100,193,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1345,3tjg-C,7.1,2.9,100,170,13,PEROXIREDOXIN-4,,,,,,
1346,1e2y-A,7.1,2.9,100,167,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1347,4fh8-J,7.1,2.6,98,170,16,ACEPRX-1,,,,,,
1348,4kb3-A,7.1,2.7,98,163,14,PEROXIDOXIN,,,,,,
1349,3tjj-C,7.1,2.6,98,167,13,PEROXIREDOXIN-4,,,,,,
1350,4fh8-A,7.1,2.6,98,171,16,ACEPRX-1,,,,,,
1351,3tjb-E,7.1,2.6,98,167,13,PEROXIREDOXIN-4,,,,,,
1352,6khx-B,7.1,2.9,102,211,20,PEROXIREDOXIN,,,,,,
1353,3tjj-E,7.1,2.7,98,167,13,PEROXIREDOXIN-4,,,,,,
1354,3tjf-B,7.1,2.6,102,195,14,PEROXIREDOXIN-4,,,,,,
1355,4fh8-E,7.1,2.6,98,167,16,ACEPRX-1,,,,,,
1356,1e2y-E,7.1,2.9,100,165,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1357,3tjj-D,7.1,2.6,98,167,13,PEROXIREDOXIN-4,,,,,,
1358,4fh8-H,7.1,2.6,98,170,16,ACEPRX-1,,,,,,
1359,4kb3-E,7.1,2.9,100,163,14,PEROXIDOXIN,,,,,,
1360,4kw6-C,7.1,2.6,98,170,16,PEROXIREDOXIN-1,,,,,,
1361,1qmv-C,7.1,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
1362,3tjb-D,7.1,2.6,98,170,13,PEROXIREDOXIN-4,,,,,,
1363,3tue-E,7.1,3,100,164,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1364,3tjg-B,7.1,2.9,100,170,13,PEROXIREDOXIN-4,,,,,,
1365,3tkp-D,7.1,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
1366,1e2y-J,7.1,2.9,100,166,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1367,1e2y-H,7.1,3,102,169,17,TRYPAREDOXIN,PEROXIDASE,,,,,
1368,3tjk-A,7.1,2.6,102,195,14,PEROXIREDOXIN-4,,,,,,
1369,3tjb-C,7.1,2.6,98,167,13,PEROXIREDOXIN-4,,,,,,
1370,1qmv-D,7.1,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
1371,1e2y-D,7.1,2.9,100,166,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1372,3tjj-B,7.1,2.7,98,167,13,PEROXIREDOXIN-4,,,,,,
1373,3tkp-C,7.1,2.6,102,195,14,PEROXIREDOXIN-4,,,,,,
1374,1qmv-B,7.1,2.6,102,197,16,PEROXIREDOXIN-2,,,,,,
1375,4kb3-G,7.1,2.9,100,163,14,PEROXIDOXIN,,,,,,
1376,3tjk-C,7.1,2.8,104,195,13,PEROXIREDOXIN-4,,,,,,
1377,3tjg-A,7.1,2.7,98,167,13,PEROXIREDOXIN-4,,,,,,
1378,3tjk-B,7.1,2.9,104,195,13,PEROXIREDOXIN-4,,,,,,
1379,4fh8-I,7.1,2.6,98,169,16,ACEPRX-1,,,,,,
1380,4fh8-B,7.1,2.6,98,171,16,ACEPRX-1,,,,,,
1381,3tkr-B,7.1,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
1382,4gqc-C,7.1,2.7,97,161,20,THIOL,PEROXIDASE,,,,,
1383,1xxu-C,7.1,2.7,101,153,15,HYPOTHETICAL,PROTEIN,RV2238C/MT2298,,,,
1384,3sbc-E,7.1,3,102,195,15,PEROXIREDOXIN,TSA1,,,,,
1385,3t59-A,7.1,2.9,96,501,16,SULFHYDRYL,OXIDASE,1,,,,
1386,3t59-B,7.1,2.8,94,504,15,SULFHYDRYL,OXIDASE,1,,,,
1387,2jzr-A,7.1,2.6,92,144,20,PEPTIDE,METHIONINE,SULFOXIDE,REDUCTASE,MSRA/MSRB,,
1388,5jcg-E,7.1,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1389,5id2-B,7.1,2.7,101,157,15,PUTATIVE,PEROXIREDOXIN,RV2238C,,,,
1390,5jcg-G,7.1,2.6,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1391,5jcg-I,7.1,2.8,104,195,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1392,1sji-A,7.1,3.2,104,349,15,"CALSEQUESTRIN,",CARDIAC,MUSCLE,ISOFORM,,,
1393,3uom-A,7.1,3.2,103,352,14,CALSEQUESTRIN-1,,,,,,
1394,5ucx-E,7.1,2.8,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1395,5imf-A,7.1,2.9,98,158,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1396,5jcg-A,7.1,2.9,102,195,16,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1397,5imv-A,7.1,2.9,98,158,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1398,4mab-B,7.1,2.7,99,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1399,4m91-A,7.1,3.1,100,153,12,TUMOR,SUPPRESSOR,CANDIDATE,3,,,
1400,4xvw-U,7.1,2.6,90,222,19,DSBA-LIKE,PROTEIN,,,,,
1401,5kbc-B,7.1,2.6,90,195,12,DSBA,,,,,,
1402,6nen-A,7.1,2.2,88,176,19,COPPER,RESISTANCE,PROTEIN,,,,
1403,4xra-B,7.1,2.8,99,186,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1404,6e0g-A,7.1,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1405,6e0g-G,7.1,2.9,99,165,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1406,4mh3-C,7.1,2.9,100,169,15,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1407,1we0-B,7.1,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1408,2z9s-F,7.1,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1409,1t4z-A,7.1,2.8,86,105,13,ADAPTIVE-RESPONSE,SENSORY-KINASE,SASA,,,,
1410,2z9s-I,7.1,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1411,2z9s-B,7.1,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1412,2z9s-J,7.1,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1413,2z9s-H,7.1,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1414,5iox-A,7.1,2.6,95,155,12,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1415,3gyk-A,7.1,2.1,87,174,21,27KDA,OUTER,MEMBRANE,PROTEIN,,,
1416,5vyo-C,7.1,2.7,87,191,11,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
1417,2z9s-A,7.1,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
